__offset_hoist;__offset_r;hoist;objective;r;_objective;_source
0;0;[1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];773;[0, 181, 293, 495, 612, 667, 764, 75, 142, 697, 206, 353, 405, 585, 727, 146, 262, 323, 406, 503, 570, 433, 686, 48, 100];773.0;gibbs
0;0;[1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2];1470;[0, 181, 318, 495, 607, 662, 746, 858, 955, 1280, 705, 822, 896, 1076, 1188, 1347, 1459, 44, 127, 209, 276, 428, 1046, 1163, 1216];1470.0;gibbs
0;0;[1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];615;[0, 220, 332, 474, 599, 39, 170, 263, 360, 69, 548, 63, 125, 305, 446, 17, 133, 188, 329, 411, 494, 516, 99, 225, 277];615.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 1];1231;[0, 185, 297, 440, 552, 611, 699, 781, 848, 1152, 897, 1014, 1066, 41, 153, 295, 407, 467, 585, 667, 744, 1071, 75, 192, 244];1231.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];1014;[0, 231, 356, 558, 705, 760, 843, 933, 16, 152, 199, 316, 384, 564, 676, 818, 942, 997, 110, 247, 314, 601, 699, 846, 898];1014.0;gibbs
0;0;[1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2];1093;[0, 181, 293, 435, 547, 602, 685, 806, 885, 1017, 730, 847, 926, 36, 148, 290, 402, 467, 610, 692, 759, 978, 75, 192, 244];1093.0;gibbs
0;0;[1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];613;[0, 181, 293, 435, 547, 602, 116, 258, 325, 347, 41, 158, 210, 390, 502, 31, 159, 214, 355, 437, 504, 79, 126, 251, 303];613.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2];673;[0, 225, 367, 569, 33, 98, 181, 263, 330, 108, 280, 397, 449, 629, 68, 226, 352, 407, 490, 572, 639, 9, 319, 463, 518];673.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1];1075;[0, 181, 293, 435, 547, 602, 685, 767, 834, 1020, 743, 877, 929, 36, 148, 290, 402, 457, 540, 622, 689, 964, 75, 192, 244];1075.0;gibbs
0;0;[1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2];633;[0, 223, 365, 550, 33, 88, 171, 255, 322, 35, 405, 522, 575, 131, 243, 445, 577, 0, 143, 284, 351, 463, 97, 214, 295];633.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2];1197;[0, 181, 293, 435, 547, 602, 685, 767, 834, 1143, 883, 1000, 1052, 36, 148, 290, 402, 457, 550, 642, 709, 1026, 6, 123, 205];1197.0;gibbs
0;0;[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2];589;[0, 199, 311, 468, 580, 54, 138, 276, 343, 406, 42, 176, 228, 414, 528, 87, 199, 254, 337, 471, 538, 109, 166, 293, 373];589.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2];540;[0, 206, 318, 460, 33, 88, 171, 283, 350, 372, 495, 74, 126, 322, 438, 41, 188, 253, 352, 478, 6, 379, 112, 229, 281];540.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2];1006;[0, 181, 293, 435, 547, 602, 716, 798, 886, 908, 645, 762, 836, 36, 148, 290, 402, 457, 550, 647, 714, 913, 75, 192, 244];1006.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2];609;[0, 228, 370, 531, 39, 98, 193, 308, 402, 35, 386, 503, 562, 158, 300, 442, 554, 0, 143, 265, 332, 495, 87, 204, 256];609.0;gibbs
0;0;[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2];605;[0, 185, 297, 473, 585, 41, 124, 262, 329, 407, 42, 162, 214, 429, 541, 86, 198, 253, 394, 476, 543, 118, 165, 290, 342];605.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2];1006;[0, 181, 293, 435, 547, 602, 716, 798, 886, 908, 645, 762, 836, 36, 148, 290, 402, 467, 580, 693, 787, 497, 70, 187, 244];1006.0;gibbs
0;0;[1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2];873;[0, 181, 293, 435, 547, 602, 736, 823, 46, 753, 514, 639, 691, 871, 133, 275, 387, 442, 525, 612, 709, 637, 100, 218, 300];873.0;gibbs
0;0;[1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2];633;[0, 217, 359, 550, 33, 88, 171, 255, 322, 35, 405, 522, 575, 126, 243, 445, 577, 0, 142, 284, 351, 458, 87, 214, 271];633.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2];1070;[0, 181, 293, 435, 547, 602, 685, 806, 885, 1016, 730, 847, 926, 37, 149, 291, 432, 497, 616, 707, 774, 977, 75, 192, 245];1070.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2];518;[0, 181, 297, 439, 33, 94, 211, 329, 396, 238, 473, 78, 130, 336, 469, 151, 298, 363, 506, 119, 187, 209, 256, 373, 425];518.0;gibbs
0;0;[1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];986;[0, 181, 293, 435, 547, 602, 685, 806, 885, 920, 730, 847, 926, 121, 233, 375, 487, 542, 625, 707, 774, 973, 155, 272, 324];986.0;gibbs
0;0;[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2];480;[0, 185, 308, 11, 152, 212, 335, 432, 46, 362, 49, 181, 246, 431, 88, 281, 394, 458, 115, 226, 309, 102, 149, 271, 350];480.0;initial
0;0;[1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];614;[0, 220, 332, 474, 598, 39, 170, 263, 360, 69, 548, 63, 125, 305, 445, 17, 132, 187, 328, 410, 494, 516, 99, 224, 276];614.0;gibbs
0;0;[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];913;[0, 181, 293, 435, 547, 602, 685, 769, 836, 858, 514, 661, 721, 36, 148, 290, 402, 467, 610, 752, 849, 138, 75, 192, 244];913.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2];851;[0, 181, 293, 435, 547, 602, 736, 17, 99, 763, 514, 639, 691, 59, 171, 332, 444, 499, 582, 664, 731, 753, 87, 234, 286];851.0;gibbs
0;0;[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];573;[0, 183, 295, 440, 554, 39, 122, 260, 327, 349, 41, 160, 212, 411, 523, 94, 215, 270, 353, 443, 510, 131, 178, 320, 389];573.0;gibbs
0;0;[1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2];661;[0, 215, 351, 493, 607, 1, 143, 247, 314, 158, 575, 38, 98, 310, 452, 615, 68, 123, 266, 404, 501, 523, 225, 372, 445];661.0;gibbs
0;0;[1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];1212;[0, 181, 293, 435, 547, 602, 685, 767, 834, 1143, 883, 1000, 1068, 36, 148, 290, 402, 467, 570, 653, 735, 1025, 75, 192, 244];1212.0;gibbs
0;0;[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2];599;[0, 231, 373, 563, 107, 171, 290, 432, 528, 48, 373, 490, 551, 175, 287, 453, 587, 43, 140, 252, 319, 490, 209, 337, 407];599.0;initial
0;0;[1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];1072;[0, 181, 293, 435, 547, 602, 685, 806, 885, 1017, 730, 847, 926, 36, 148, 290, 402, 467, 600, 707, 774, 978, 75, 192, 244];1072.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];655;[0, 181, 298, 442, 554, 609, 62, 144, 216, 333, 265, 387, 439, 619, 91, 233, 345, 400, 495, 582, 654, 151, 58, 205, 275];655.0;initial
0;0;[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2];1168;[0, 181, 322, 495, 607, 662, 745, 827, 894, 1046, 286, 403, 455, 685, 826, 998, 1110, 0, 83, 165, 232, 488, 655, 772, 854];1168.0;gibbs
0;0;[1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];1036;[0, 181, 293, 435, 547, 602, 685, 806, 885, 978, 730, 847, 926, 75, 194, 375, 487, 542, 625, 707, 774, 985, 121, 238, 290];1036.0;gibbs
0;0;[1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 1, 2, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2];668;[0, 231, 349, 491, 604, 0, 143, 240, 307, 170, 591, 40, 98, 322, 455, 636, 80, 135, 278, 420, 517, 539, 292, 409, 461];668.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];1030;[0, 181, 293, 435, 547, 602, 716, 798, 886, 908, 645, 762, 836, 36, 148, 290, 402, 457, 540, 622, 689, 841, 6, 123, 205];1030.0;gibbs
0;0;[1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];719;[0, 181, 309, 451, 563, 618, 701, 119, 216, 548, 58, 175, 257, 487, 612, 93, 205, 260, 343, 425, 521, 449, 649, 65, 118];719.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];837;[0, 181, 303, 445, 557, 622, 705, 787, 37, 338, 699, 834, 79, 264, 406, 590, 737, 792, 71, 168, 261, 98, 215, 338, 420];837.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2];571;[0, 228, 345, 487, 35, 96, 179, 262, 359, 415, 312, 458, 516, 140, 270, 425, 0, 65, 178, 300, 388, 211, 494, 47, 99];571.0;gibbs
0;0;[1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];797;[0, 181, 293, 435, 547, 602, 736, 45, 142, 218, 510, 639, 691, 89, 219, 361, 473, 528, 611, 693, 760, 782, 146, 263, 315];797.0;gibbs
0;0;[1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2];875;[0, 181, 293, 435, 547, 602, 736, 833, 50, 763, 514, 639, 691, 875, 136, 278, 425, 490, 609, 734, 801, 637, 74, 221, 303];875.0;gibbs
0;0;[1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2];1043;[0, 181, 293, 435, 547, 602, 685, 806, 903, 951, 730, 847, 899, 36, 148, 290, 402, 457, 550, 668, 735, 951, 75, 192, 244];1043.0;gibbs
0;0;[1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];985;[0, 181, 293, 435, 547, 602, 716, 798, 886, 908, 645, 762, 836, 36, 148, 290, 402, 457, 540, 652, 749, 957, 61, 192, 244];985.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2];471;[0, 225, 363, 80, 192, 252, 390, 48, 145, 417, 221, 338, 391, 146, 288, 467, 108, 173, 295, 434, 31, 69, 116, 262, 344];471.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2];507;[0, 181, 297, 443, 73, 128, 211, 327, 423, 238, 328, 466, 32, 226, 367, 41, 188, 253, 394, 9, 76, 107, 155, 292, 362];507.0;gibbs
0;0;[1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2];665;[0, 215, 351, 493, 606, 1, 143, 247, 314, 158, 575, 38, 98, 310, 452, 615, 68, 123, 266, 404, 501, 523, 225, 372, 445];665.0;gibbs
0;0;[1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2];663;[0, 231, 343, 485, 619, 17, 151, 233, 300, 163, 584, 54, 106, 316, 458, 624, 73, 128, 271, 413, 510, 532, 285, 402, 454];663.0;gibbs
0;0;[1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2];1075;[0, 181, 293, 435, 567, 632, 775, 887, 975, 997, 734, 851, 925, 37, 149, 350, 462, 517, 600, 682, 770, 792, 71, 193, 245];1075.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2];567;[0, 214, 345, 487, 35, 96, 179, 261, 358, 414, 308, 455, 518, 140, 270, 422, 0, 65, 184, 300, 387, 211, 491, 44, 99];567.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2];1138;[0, 181, 293, 435, 547, 602, 685, 767, 860, 1073, 814, 931, 983, 25, 149, 321, 433, 488, 571, 653, 720, 1065, 106, 223, 275];1138.0;gibbs
0;0;[1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];993;[0, 181, 293, 435, 547, 602, 716, 798, 886, 908, 645, 762, 836, 36, 148, 290, 402, 467, 610, 716, 796, 646, 75, 192, 244];993.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];567;[0, 210, 322, 474, 35, 90, 175, 287, 370, 392, 329, 446, 514, 131, 243, 413, 546, 35, 118, 208, 275, 466, 513, 85, 154];567.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];990;[0, 181, 293, 435, 547, 602, 686, 798, 886, 908, 645, 762, 836, 36, 148, 290, 402, 457, 540, 622, 689, 913, 75, 192, 244];990.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2];795;[0, 181, 293, 435, 547, 602, 736, 58, 142, 218, 514, 639, 691, 102, 214, 356, 468, 523, 606, 707, 774, 637, 165, 292, 374];795.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];1077;[0, 181, 293, 435, 547, 602, 685, 806, 885, 1017, 730, 847, 926, 36, 148, 290, 402, 467, 610, 715, 787, 978, 75, 192, 244];1077.0;gibbs
0;0;[1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];999;[0, 181, 293, 435, 547, 602, 685, 806, 885, 907, 730, 847, 926, 133, 245, 387, 499, 554, 637, 719, 786, 973, 167, 284, 336];999.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2];944;[0, 181, 293, 435, 547, 602, 685, 769, 865, 793, 514, 652, 721, 909, 105, 260, 372, 427, 510, 606, 703, 795, 56, 203, 285];944.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2];558;[0, 209, 321, 463, 36, 91, 174, 283, 353, 375, 505, 77, 129, 323, 439, 44, 188, 253, 353, 480, 9, 380, 113, 230, 282];558.0;gibbs
0;0;[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];1004;[0, 181, 293, 435, 547, 602, 686, 768, 835, 857, 645, 762, 814, 36, 148, 290, 402, 457, 550, 642, 709, 906, 115, 233, 315];1004.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 1];1222;[0, 181, 293, 435, 547, 602, 685, 767, 834, 1143, 883, 1000, 1052, 36, 148, 290, 402, 467, 570, 653, 735, 1025, 75, 192, 244];1222.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];997;[0, 181, 293, 435, 547, 602, 694, 776, 864, 886, 645, 762, 814, 36, 148, 290, 402, 457, 540, 637, 714, 567, 70, 187, 244];997.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];582;[0, 217, 329, 471, 33, 88, 173, 260, 349, 371, 505, 55, 122, 302, 435, 12, 124, 179, 320, 402, 469, 491, 91, 216, 268];582.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2];1073;[0, 181, 293, 435, 547, 602, 685, 806, 885, 978, 730, 847, 926, 37, 149, 351, 482, 542, 625, 707, 774, 980, 116, 253, 305];1073.0;gibbs
0;0;[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];958;[0, 181, 293, 435, 547, 602, 694, 776, 864, 898, 645, 762, 814, 36, 148, 290, 402, 457, 554, 636, 703, 855, 75, 192, 244];958.0;gibbs
0;0;[1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2];600;[0, 181, 293, 444, 556, 21, 143, 243, 325, 76, 409, 526, 578, 186, 327, 529, 57, 112, 216, 357, 445, 467, 156, 302, 378];600.0;initial
